year,plant_id,plant_name_gen,operator_name_gen,operator_id_gen,net_generation_mwh,plant_name_cap,operator_name_cap,operator_id_cap,state,nameplate_mw,summer_mw,capacity_mwh,capacity_utilization,minimum_year
2008,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,20554,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.5,91980,0.223461622,2008
2009,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,51795,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.5,91980,0.563111546,2008
2010,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,16828,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.5,91980,0.182952816,2008
2011,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,31939,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.5,91980,0.34723853,2008
2012,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,59099,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.5,91980,0.642520113,2008
2013,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,68982,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.8,94608,0.729134957,2008
2014,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,71848,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.8,94608,0.759428378,2008
2015,56706,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,66029,Ampersand Chowchilla Biomass LLC,Ampersand Chowchilla Biomass LLC,55953,CA,12.5,10.8,94608,0.697921952,2008
2001,7693,Anaheim GT,City of Anaheim,590,94431,Anaheim,Anaheim City of,590,CA,49.2,44.5,389820,0.242242573,1991
2002,7693,Anaheim GT,City of Anaheim,590,129065.001,Anaheim GT,Anaheim City of,590,CA,49.2,44.5,389820,0.33108871,1991
2003,7693,Anaheim GT,City of Anaheim,590,109669.001,Anaheim GT,Anaheim City of,590,CA,49.2,44.5,389820,0.281332412,1991
2004,7693,Anaheim GT,City of Anaheim,590,56556,Anaheim GT,Anaheim City of,590,CA,49.2,44.5,389820,0.145082346,1991
2005,7693,Anaheim GT,City of Anaheim,590,53025,Anaheim GT,Anaheim City of,590,CA,49.2,44.5,389820,0.136024319,1991
2006,7693,Anaheim GT,City of Anaheim,590,55442.999,Anaheim GT,City of Anaheim,590,CA,49.2,44.5,389820,0.142227179,1991
2007,7693,Anaheim GT,City of Anaheim,590,49414.001,Anaheim GT,City of Anaheim,590,CA,49.2,44.5,389820,0.126761072,1991
2008,7693,Anaheim GT,City of Anaheim - (CA),590,52087,Anaheim GT,City of Anaheim,590,CA,49.2,44.5,389820,0.13361808,1991
2009,7693,Anaheim GT,City of Anaheim,590,68137,Anaheim GT,City of Anaheim,590,CA,49.2,44.5,389820,0.174790929,1991
2010,7693,Anaheim GT,City of Anaheim,590,41391,Anaheim GT,City of Anaheim,590,CA,49.2,44.5,389820,0.106179775,1991
2011,7693,Anaheim GT,City of Anaheim - (CA),590,26890,Anaheim GT,City of Anaheim - (CA),590,CA,49.2,44.5,389820,0.068980555,1991
2012,7693,Anaheim GT,City of Anaheim - (CA),590,64166,Anaheim GT,City of Anaheim - (CA),590,CA,49.2,44.5,389820,0.164604176,1991
2013,7693,Anaheim GT,City of Anaheim - (CA),590,93869,Anaheim GT,City of Anaheim - (CA),590,CA,49.2,44.5,389820,0.240800882,1991
2014,7693,Anaheim GT,City of Anaheim - (CA),590,56311,Anaheim GT,City of Anaheim - (CA),590,CA,49.2,44.5,389820,0.14445385,1991
2015,7693,Anaheim GT,City of Anaheim - (CA),590,55864,Anaheim GT,City of Anaheim - (CA),590,CA,49.2,44.5,389820,0.143307167,1991
2014,59416,Anaheim Solar Energy Plant,Anaheim Public Utilities,59187,1187,Anaheim Solar Energy Plant,Anaheim Public Utilities,59187,CA,2.1,2,17520,0.067751142,2014
2015,59416,Anaheim Solar Energy Plant,Anaheim Public Utilities,59187,3386,Anaheim Solar Energy Plant,Anaheim Public Utilities,59187,CA,2.1,2,17520,0.19326484,2014
2002,215,Angels,Utica Power Authority,19586,1.001,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.000114269,1940
2003,215,Angels,Utica Power Authority,19586,6839.999,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.780821804,1940
2004,215,Angels,Utica Power Authority,19586,3504,Angels,Utica Power Authority,19586,CA,1.4,0.3,2628,1.333333333,1940
2005,215,Angels,Utica Power Authority,19586,3504.002,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.400000228,1940
2006,215,Angels,Utica Power Authority,19586,6875,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.784817352,1940
2007,215,Angels,Utica Power Authority,19586,4661.001,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.53207774,1940
2008,215,Angels,Utica Power Authority,19586,4957,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.56586758,1940
2009,215,Angels,Utica Power Authority,19586,6195,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.707191781,1940
2010,215,Angels,Utica Power Authority,19586,6658,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.760045662,1940
2011,215,Angels,Utica Power Authority,19586,6915,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.789383562,1940
2012,215,Angels,Utica Water & Power Authority,19586,5772,Angels,Utica Power Authority,19586,CA,1.4,1,8760,0.65890411,1940
2013,215,Angels,Utica Water & Power Authority,19586,4643,Angels,Utica Water & Power Authority,19586,CA,1.4,0.7,6132,0.757175473,1940
2014,215,Angels,Utica Water & Power Authority,19586,4285,Angels,Utica Water & Power Authority,19586,CA,1.4,0.7,6132,0.698793216,1940
2015,215,Angels,Utica Water & Power Authority,19586,1590,Angels,Utica Water & Power Authority,19586,CA,1.4,0.7,6132,0.259295499,1940
2014,59331,Anheuser-Busch #2,"Foundation CA Fund VII Manager, LLC",59129,74,Anheuser-Busch #2,"Foundation CA Fund VII Manager, LLC",59129,CA,1.6,1.6,14016,0.00527968,2014
2015,59331,Anheuser-Busch #2,"Foundation CA Fund VII Manager, LLC",59129,2463,Anheuser-Busch #2,"Foundation CA Fund VII Manager, LLC",59129,CA,1.6,1.6,14016,0.17572774,2014
2015,59610,"AP North Lake I, LP","AP North Lake I, LP",59353,15048,"AP North Lake I, LP","AP North Lake I, LP",59353,CA,20,20,175200,0.085890411,2015
2009,57012,Apple Valley (Wal-Mart DC),SunE M5 Holdings LLC,56434,1765,Apple Valley (Wal-Mart DC),SunE M5 Holdings LLC,56434,CA,1,0.9,7884,0.223871131,2009
2001,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,386391.781,Argus Cogen,IMC Chemicals Inc,9284,CA,55,12,105120,3.6757209,1947
2002,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,407258.103,Argus Cogen Plant,IMC Chemicals Inc,9284,CA,55,12,105120,3.874220919,1947
2003,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,394520.249,Argus Cogen Plant,IMC Chemicals Inc,9284,CA,55,18,157680,2.502031006,1947
2004,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,350990.466,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,55,50,438000,0.801348096,1947
2005,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,353185.059,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,55,50,438000,0.806358582,1947
2006,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,398476.948,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,55,50,438000,0.909764722,1947
2007,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,374337.356,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,55,50,438000,0.854651498,1947
2008,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,345980.907,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,55,50,438000,0.789910747,1947
2009,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,375654.486,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,55,50,438000,0.857658644,1947
2010,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,352149.242,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,62.5,57,499320,0.705257634,1947
2011,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,364651.715,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,62.5,57,499320,0.730296633,1947
2012,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,375840.645,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,62.5,57,499320,0.752704969,1947
2013,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,361431.547,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,62.5,57,499320,0.723847527,1947
2014,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,316298.021,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,62.5,57,499320,0.633457544,1947
2015,10684,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,308856.001,Argus Cogen Plant,Searles Valley Minerals Operations Inc.,49968,CA,62.5,57,499320,0.618553234,1947
2013,58445,Arrache 4006,CD US Solar MT 2 LLC,58440,591.03,Arrache 4006,CD US Solar MT 2 LLC,58440,CA,2,2,17520,0.033734589,2013
2014,58445,Arrache 4006,CD US Solar MT 2 LLC,58440,4862,Arrache 4006,CD US Solar MT 2 LLC,58440,CA,2,2,17520,0.277511416,2013
2015,58445,Arrache 4006,CD US Solar MT 2 LLC,58440,2867,Arrache 4006,CD US Solar MT 2 LLC,58440,CA,2,2,17520,0.163641553,2013
2013,58446,Arrache 4013,CD US Solar MT 2 LLC,58440,116.82,Arrache 4013,CD US Solar MT 2 LLC,58440,CA,1.5,1.5,13140,0.008890411,2013
2014,58446,Arrache 4013,CD US Solar MT 2 LLC,58440,3210,Arrache 4013,CD US Solar MT 2 LLC,58440,CA,1.5,1.5,13140,0.244292237,2013
2015,58446,Arrache 4013,CD US Solar MT 2 LLC,58440,4293,Arrache 4013,CD US Solar MT 2 LLC,58440,CA,1.5,1.5,13140,0.326712329,2013
2013,58447,Arrache 8083,CD US Solar MT 2 LLC,58440,2763.09,Arrache 8083,CD US Solar MT 2 LLC,58440,CA,4,4,35040,0.078855308,2013
2014,58447,Arrache 8083,CD US Solar MT 2 LLC,58440,11588,Arrache 8083,CD US Solar MT 2 LLC,58440,CA,4,4,35040,0.330707763,2013
2015,58447,Arrache 8083,CD US Solar MT 2 LLC,58440,4445,Arrache 8083,CD US Solar MT 2 LLC,58440,CA,4,4,35040,0.126855023,2013
2013,58889,ASTI,Perpetual Energy Systems,58759,1589,ASTI,Perpetual Energy Systems,58759,CA,1,1,8760,0.181392694,2009
2014,58889,ASTI,Perpetual Energy Systems,58759,1449.36,ASTI,Perpetual Energy Systems,58759,CA,1,1,8760,0.165452055,2009
2015,58889,ASTI,Perpetual Energy Systems,58759,1533,ASTI,Perpetual Energy Systems,58759,CA,1,1,8760,0.175,2009
2013,58366,Atwell Island,SPS Atwell Island LLC,58355,42161,Atwell Island,SPS Atwell Island LLC,58355,CA,20.2,20.2,176952,0.238262354,2013
2014,58366,Atwell Island,SPS Atwell Island LLC,58355,42025,Atwell Island,SPS Atwell Island LLC,58355,CA,20.2,20.2,176952,0.237493784,2013
2015,58366,Atwell Island,SPS Atwell Island LLC,58355,41314,Atwell Island,SPS Atwell Island LLC,58355,CA,20.2,20.2,176952,0.233475745,2013
2015,59414,Atwell Island West Solar,Consolidated Edison Development Inc.,56769,32210,Atwell Island West Solar,Consolidated Edison Development Inc.,56769,CA,20,20,175200,0.183847032,2015
2009,56943,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,43,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,CA,5,3.5,30660,0.001402479,
2010,56943,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,41,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,CA,5,3.5,30660,0.001337247,
2011,56943,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,4.85,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,CA,5,3.5,30660,0.000158187,
2012,56943,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,162.96,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,CA,5,3.5,30660,0.005315068,
2013,56943,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,58.2,Ausra Kimberlina Solar Generation,Ausra CA I LLC,56207,CA,5,3.5,30660,0.001898239,
2014,57378,AV Solar Ranch One,AV Solar Ranch 1 LLC,56722,243697,AV Solar Ranch One,AV Solar Ranch 1 LLC,56722,CA,253,241.5,2115540,0.115193757,2014
2015,57378,AV Solar Ranch One,AV Solar Ranch 1 LLC,56722,619408,AV Solar Ranch One,AV Solar Ranch 1 LLC,56722,CA,253,241.5,2115540,0.292789548,2014
2011,57359,Avenal Park,Avenal Solar Holdings LLC,56700,5625,Avenal Park,Avenal Solar Holdings LLC,56700,CA,6,6,52560,0.107020548,2011
2012,57359,Avenal Park,Avenal Solar Holdings LLC,56700,12726,Avenal Park,Avenal Solar Holdings LLC,56700,CA,6,6,52560,0.242123288,2011
2013,57359,Avenal Park,Avenal Solar Holdings LLC,56700,13353,Avenal Park,Avenal Solar Holdings LLC,56700,CA,6,6,52560,0.254052511,2011
2014,57359,Avenal Park,Avenal Solar Holdings LLC,56700,12789,Avenal Park,Avenal Solar Holdings LLC,56700,CA,6,6,52560,0.243321918,2011
2015,57359,Avenal Park,Avenal Solar Holdings LLC,56700,12753,Avenal Park,Avenal Solar Holdings LLC,56700,CA,6,6,52560,0.242636986,2011
2001,6449,Azusa,City of Pasadena,14534,6722,Azusa,Pasadena City of,14534,CA,3,2,17520,0.383675799,1949
2002,6449,Azusa,City of Pasadena,14534,4351,Azusa,Pasadena City of,14534,CA,3,2,17520,0.248344749,1949
2003,6449,Azusa,City of Pasadena,14534,1118,Azusa,Pasadena City of,14534,CA,3,2,17520,0.063812785,1949
2004,6449,Azusa,City of Pasadena,14534,0,Azusa,Pasadena City of,14534,CA,3,2,17520,0,1949
2005,6449,Azusa,City of Pasadena,14534,2492,Azusa,Pasadena City of,14534,CA,3,2,17520,0.142237443,1949
2006,6449,Azusa,City of Pasadena,14534,2732.999,Azusa,City of Pasadena,14534,CA,3,2,17520,0.155993094,1949
2007,6449,Azusa,City of Pasadena,14534,59.998,Azusa,City of Pasadena,14534,CA,3,2,17520,0.003424543,1949
2008,6449,Azusa,City of Pasadena - (CA),14534,946.44,Azusa,City of Pasadena,14534,CA,3,2,17520,0.054020548,1949
2009,6449,Azusa,City of Pasadena,14534,4962,Azusa,City of Pasadena,14534,CA,3,2,17520,0.283219178,1949
2010,6449,Azusa,City of Pasadena - (CA),14534,0,Azusa,City of Pasadena,14534,CA,3,2,17520,0,1949
2011,6449,Azusa,City of Pasadena - (CA),14534,9237,Azusa,City of Pasadena - (CA),14534,CA,3,2,17520,0.527226027,1949
2012,6449,Azusa,City of Pasadena - (CA),14534,4452,Azusa,City of Pasadena - (CA),14534,CA,3,2,17520,0.254109589,1949
2013,6449,Azusa,City of Pasadena - (CA),14534,0,Azusa,City of Pasadena - (CA),14534,CA,3,2,17520,0,1949
2014,6449,Azusa,City of Pasadena - (CA),14534,0,Azusa,City of Pasadena - (CA),14534,CA,3,2,17520,0,1949
2015,6449,Azusa,City of Pasadena - (CA),14534,0,Azusa,City of Pasadena - (CA),14534,CA,3,2,17520,0,1949
2001,50200,B Braun Medical,B Braun Medical Inc,1058,32654.58,B Braun Medical Inc,B Braun Medical Inc,1058,CA,6.1,5.25,45990,0.71003653,1982
2002,50200,B Braun Medical,B Braun Medical Inc,1058,43354.999,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.25,45990,0.942704914,1982
2003,50200,B Braun Medical,B Braun Medical Inc,1058,43821,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.25,45990,0.952837573,1982
2004,50200,B Braun Medical,B Braun Medical Inc,1058,0,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.62,49231.2,0,1982
2005,50200,B Braun Medical,B Braun Medical Inc,1058,35556.36,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.62,49231.2,0.722232243,1982
2006,50200,B Braun Medical,B Braun Medical Inc,1058,36889.16,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.62,49231.2,0.749304506,1982
2007,50200,B Braun Medical,B Braun Medical Inc,1058,38156.999,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.764179264,1982
2008,50200,B Braun Medical,B Braun Medical Inc,1058,35731.78,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.715608828,1982
2009,50200,B Braun Medical,B Braun Medical Inc,1058,41160,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.824321077,1982
2010,50200,B Braun Medical,B Braun Medical Inc,1058,43152,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.864215333,1982
2011,50200,B Braun Medical,B Braun Medical Inc,1058,45838,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.918008492,1982
2012,50200,B Braun Medical,B Braun Medical Inc,1058,38734,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.775735,1982
2013,50200,B Braun Medical,B Braun Medical Inc,1058,35625,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.71347032,1982
2014,50200,B Braun Medical,B Braun Medical Inc,1058,34682,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.694584635,1982
2015,50200,B Braun Medical,B Braun Medical Inc,1058,40230,B Braun Medical,B Braun Medical Inc,1058,CA,6.1,5.7,49932,0.805695746,1982
2001,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,245537.04,Badger Creek Cogen,Badger Creek Ltd,1113,CA,68.8,46,402960,0.609333532,1991
2002,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,352524.36,Badger Creek Cogen,Badger Creek Ltd,1113,CA,46,46,402960,0.874837105,1991
2003,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,373100.9,Badger Creek Cogen,Badger Creek Ltd,1113,CA,46,46,402960,0.925900586,1991
2004,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,363666.24,Badger Creek Cogen,"DPC Juniper,  LLC",49980,CA,46,46,402960,0.902487195,1991
2005,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,353009.718,Badger Creek Cogen,"DPC Juniper,  LLC",49980,CA,46,46,402960,0.876041587,1991
2006,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,341219.34,Badger Creek Cogen,"DPC Juniper,  LLC",49980,CA,46,46,402960,0.846782162,1991
2007,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,363756.001,Badger Creek Cogen,"DPC Juniper,  LLC",49980,CA,46,46,402960,0.902709949,1991
2008,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,360475,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.894567699,1991
2009,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,362547,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.899709649,1991
2010,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,381194,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.945984713,1991
2011,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,177281,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.439946893,1991
2012,10650,Badger Creek Cogen,Badger Creek Limited,59984,210209,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.5216622,1991
2013,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,247299,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.613706075,1991
2014,10650,Badger Creek Cogen,Juniper Generation  LLC,56466,233439,Badger Creek Cogen,Juniper Generation  LLC,56466,CA,46,46,402960,0.579310602,1991
2015,10650,Badger Creek Cogen,Badger Creek Limited,59984,122140,Badger Creek Cogen,Badger Creek Limited,59984,CA,46,46,402960,0.303107008,1991
2014,59428,Baker Creek Hydroelectric,"Baker Station Associates, LP",59205,1154,Baker Creek Hydroelectric,"Baker Station Associates, LP",59205,CA,1.5,0,0,inf,2014
2015,59428,Baker Creek Hydroelectric,"Baker Station Associates, LP",59205,1905,Baker Creek Hydroelectric,"Baker Station Associates, LP",59205,CA,1.5,0,0,inf,2014
2015,59948,Bakersfield 111,Bakersfield 111 LLC,59711,1386,Bakersfield 111,Bakersfield 111 LLC,59711,CA,1.4,1.4,12264,0.113013699,2015
2011,57655,Bakersfield College Solar 01,Kern Community College District,56982,2190,Bakersfield College Solar 01,Kern Community College District,56982,CA,1.1,1.1,9636,0.227272727,2010
2012,57655,Bakersfield College Solar 01,Kern Community College District,56982,2147,Bakersfield College Solar 01,Kern Community College District,56982,CA,1.1,1.1,9636,0.222810295,2010
2013,57655,Bakersfield College Solar 01,Kern Community College District,56982,1131,Bakersfield College Solar 01,Kern Community College District,56982,CA,1.1,1.1,9636,0.117372354,2010
2014,57655,Bakersfield College Solar 01,Kern Community College District,56982,2108,Bakersfield College Solar 01,Kern Community College District,56982,CA,1.1,1.1,9636,0.218762972,2010
2015,57655,Bakersfield College Solar 01,Kern Community College District,56982,2141,Bakersfield College Solar 01,Kern Community College District,56982,CA,1.1,1.1,9636,0.22218763,2010
2001,217,Balch 1,Pacific Gas & Electric Co,14328,77005,Balch 1,Pacific Gas & Electric Co,14328,CA,31,34,297840,0.258544856,1927
2002,217,Balch 1,Pacific Gas & Electric Co,14328,85590,Balch 1,Pacific Gas & Electric Co,14328,CA,31,34,297840,0.287369057,1927
2003,217,Balch 1,Pacific Gas & Electric Co,14328,96337,Balch 1,Pacific Gas & Electric Co,14328,CA,31,34,297840,0.323452189,1927
2004,217,Balch 1,Pacific Gas & Electric Co,14328,90272,Balch 1,Pacific Gas & Electric Co,14328,CA,31,34,297840,0.303088907,1927
2005,217,Balch 1,Pacific Gas & Electric Co,14328,140856,Balch 1,Pacific Gas & Electric Co,14328,CA,31,34,297840,0.47292506,1927
2006,217,Balch 1,Pacific Gas & Electric Co,14328,186883,Balch 1,Pacific Gas & Electric Co,14328,CA,31,34,297840,0.627461053,1927
2007,217,Balch 1,Pacific Gas & Electric Co,14328,39655,Balch 1,Pacific Gas & Electric Co,14328,CA,31,31,271560,0.146026661,1927
2008,217,Balch 1,Pacific Gas & Electric Co,14328,109783,Balch 1,Pacific Gas & Electric Co,14328,CA,31,31,271560,0.404267933,1927
2009,217,Balch 1,Pacific Gas & Electric Co,14328,114623,Balch 1,Pacific Gas & Electric Co,14328,CA,31,31,271560,0.422090882,1927
